metadata,question,answer,ground_truths,keywords,answer_correctness,passed
"{'id': 2, 'scene': 'real_time_news', 'source': 'https://github.com/sparticleinc/CRED/blob/main/datasets/real_time_news.csv', 'language': 'zh-cn'}",海康威视去年的业绩如何,"海康威视在2023年的业绩表现如下：公司实现营业收入893.40亿元，同比增长7.42%；归属于上市公司股东的净利润为141.08亿元，同比增长9.89%。此外，归属于上市公司股东扣除非经常性损益的净利润为136.66亿元，同比增长10.83%；基本每股收益为1.520元/股。这些数据表明，海康威视在2023年实现了稳健的增长，无论是在营业收入还是净利润方面都有所提升。
",['在2023年，海康威视的业绩恢复增长，公司实现了营业收入893.55亿元，同比增长7.44%，净利润为141.17亿元，同比增长9.96%。'],"['2023', '893.55||893']",0.7280117945308965,True
"{'id': 3, 'scene': 'real_time_news', 'source': 'https://github.com/sparticleinc/CRED/blob/main/datasets/real_time_news.csv', 'language': 'zh-cn'}",百川最新的融资,"百川智能最新的融资情况显示，该公司在2024年进行了新一轮的数亿美元融资。这一轮融资被视为国内2024年最大的AI领域融资之一。尽管具体的融资金额和完成情况尚未最终确定，但有报道称，百川智能的估值在此轮融资后已超过18亿美元，约合人民币130亿。然而，也有报道指出，百川智能对于数亿美元融资的传闻进行了否认，表示公司并未官方对外披露过最新融资信息，且报道中涉及的金额也不准确。
综合以上信息，可以得出结论，百川智能确实在2024年进行了新一轮的融资活动，且该轮融资规模巨大，有望成为当年国内AI领域最大的融资案例之一。但是，关于融资的具体金额和完成情况，目前尚存在一定的不确定性，需要进一步的官方确认。
","['有媒体报道称,百川智能正在进行新一轮数亿美元融资,将成为2024年国内AI领域最大融资之一,且公司今年以来估值已超18亿美元']",['18'],0.7804412154309672,True
"{'id': 4, 'scene': 'real_time_news', 'source': 'https://github.com/sparticleinc/CRED/blob/main/datasets/real_time_news.csv', 'language': 'ja'}",最近の台湾の地震での死傷者数は何人ですか?,"最近的台湾地震造成的死傷者数根据最新的报道，死亡人数为13人，受伤人数为1145人。这些数据是根据台湾灾害应变中心和央视新闻在2024年4月4日和4月5日的最新统计得出的。因此，可以确认的是，截至最后更新的时间点，台湾地震已造成至少13人死亡，1145人受伤。
",['台灣花蓮地震死亡數字上升。10日救援人員在花蓮太魯閣區域砂卡礑步道尋獲3具遺體，花蓮7.3級地震罹難人數上升至16人。'],['16'],0.5347226255847407,False
"{'id': 5, 'scene': 'real_time_news', 'source': 'https://github.com/sparticleinc/CRED/blob/main/datasets/real_time_news.csv', 'language': 'ja'}",最近の埼玉県行田市事故の死傷者数は何人ですか?,"最近埼玉県行田市で発生した事故の死傷者数は、死亡者1人、負傷者3人です。
",['最近の埼玉県行田市の事故での死傷者数は以下の通りです:\n死亡者数: 1人\n負傷者数: 3人'],['1||3||4'],0.9845524835982635,True
"{'id': 6, 'scene': 'real_time_news', 'source': 'https://github.com/sparticleinc/CRED/blob/main/datasets/real_time_news.csv', 'language': 'ja'}",藤岡康太騎手の怪我はどうでしたか？,"藤岡康太骑手的事故导致他离开了我们。这表明他的伤势相当严重，以至于影响到了他的生命安全。因此，可以推断藤岡康太骑手的怪我是非常严重的。
",['藤岡康太騎手は、2024年4月6日に行われた阪神競馬場の第7レースで落馬し、頭部と胸部を負傷しました.この落馬の後、藤岡騎手は病院に搬送され、意識を取り戻すことなく、後に怪我のため亡くなりました.この悲報は日本中央競馬会(JRA)からも発表されました'],['亡'],0.5254130024048221,False
"{'id': 7, 'scene': 'real_time_news', 'source': 'https://github.com/sparticleinc/CRED/blob/main/datasets/real_time_news.csv', 'language': 'zh-tw'}",士林區溪山里事件的起因是什麼？,,['士林區溪山里事件的起因是與水質問題有關。根據報導，溪山里的居民平常使用自行成立的供水系統，主要使用山泉水作為飲用水源。然而，由於地震等自然災害可能導致山泉水受到污染，進而造成水質問題。事件中大腸桿菌群數值偏高，反映了水質有異常情況，因此許多居民出現了腹瀉和嘔吐等腸胃道疾病症狀。台北市政府為了緊急應對此情況，已提供緊急取水站以及醫療服務，並展開全面水質檢測及環境消毒等措施以解決問題。因此，士林區溪山里事件的起因主要是因為使用的山泉水受到污染所導致的水質問題。'],['地震'],0.38676675598093685,False
"{'id': 8, 'scene': 'real_time_news', 'source': 'https://github.com/sparticleinc/CRED/blob/main/datasets/real_time_news.csv', 'language': 'ja'}",3月のCPI,"2024年3月份，全国居民消费价格指数（CPI）同比上涨0.1%。这一数据由多个来源确认，包括国家统计局、光明网、新华网和人民日报等权威机构发布的消息。此外，从环比的角度来看，3月份CPI下降了1.0%，这表明与上个月相比，物价水平有所下降。
具体到分类数据，食品价格在3月份同比下降了2.7%，而非食品价格上涨了0.7%。消费品价格下降了0.4%，服务价格上涨了0.8%。这些数据显示，尽管整体CPI保持稳定，但不同类别的商品和服务价格表现出了不同的趋势。
值得注意的是，扣除食品和能源价格的核心CPI同比上涨了0.6%，这可能反映了除食品和能源外的其他商品和服务价格变动对总CPI的影响。此外，食品烟酒类价格同比下降了1.4%，对CPI的下降贡献了约0.40个百分点。
综上所述，2024年3月份中国的CPI同比小幅上涨0.1%，显示出物价总体温和上涨的趋势，但环比则出现了季节性的下降。各类商品和服务的价格变动也呈现出多样性，其中食品价格的下降是影响CPI的主要因素之一。
",['2024年3月の日本のCPIは2.8%'],['2.80%'],0.508548702548101,False
"{'id': 9, 'scene': 'real_time_news', 'source': 'https://github.com/sparticleinc/CRED/blob/main/datasets/real_time_news.csv', 'language': 'ja'}",今年はどの国で日食が見られますか。,"今年可以在北美洲、墨西哥、美国和加拿大观测到日全食。此外，根据天文观测数据，亚洲地区，包括中国、蒙古国、俄罗斯等国家也将在2024年7月2日看到日食。因此，今年可以在北美洲和亚洲的某些国家观测到日食。
",['2024年4月8日:\nメキシコ、アメリカ合衆国、カナダ: 皆既日食が観測される予定です'],['メキシコ||アメリカ合衆国||カナダ'],0.7242399478586872,False
"{'id': 10, 'scene': 'real_time_news', 'source': 'https://github.com/sparticleinc/CRED/blob/main/datasets/real_time_news.csv', 'language': 'zh-cn'}",海康威视去年的业绩如何,"海康威视在2023年的业绩表现如下：公司实现营业收入893.40亿元，同比增长7.42%；归属于上市公司股东的净利润为141.08亿元，同比增长9.89%。此外，归属于上市公司股东扣除非经常性损益的净利润为136.66亿元，同比增长10.83%；基本每股收益为1.520元/股。这些数据表明，海康威视在2023年实现了稳健的增长，尤其是在净利润方面，增长率达到9.89%，显示出公司的盈利能力有所提升。此外，公司在智能物联领域的战略转型也取得了初步成效，营收和利润均实现了双增长。因此，可以总结说，海康威视去年的业绩表现良好，实现了营业收入和净利润的增长，且在智能物联战略转型方面取得了积极进展。
",['在2023年，海康威视的业绩恢复增长，公司实现了营业收入893.55亿元，同比增长7.44%，净利润为141.17亿元，同比增长9.96%。'],"['2023', '893.55']",0.7385662294436857,False
"{'id': 11, 'scene': 'real_time_news', 'source': 'https://github.com/sparticleinc/CRED/blob/main/datasets/real_time_news.csv', 'language': 'en'}",How many Israelis died in the attack launched by Iran?,"伊朗对以色列发动的袭击导致了至少14名以色列人死亡。此外，证据表明，这次冲突是作为对以色列在4月1日轰炸叙利亚大马士革的一个伊朗领事馆附属建筑并杀死多名高级伊朗官员的直接回应。然而，关于以色列方面的具体死亡人数，我搜索到的资料中没有更详细的数字。因此，基于现有资料，可以确认的是至少有14名以色列人在伊朗的袭击中死亡。
","['According to the reports, there were no reported fatalities from the Iranian attack on Israel']",['no casualties'],0.48778701436450966,False
